2024/04/10 10:57:17,82.4,21.2,70.16,79.1,21.8,71.24,12.4,0.0,0.0
2024/04/10 10:58:28,83.7,21.2,70.16,78.9,21.8,71.24,29.68,0.0,0.0
2024/04/10 10:59:42,83.4,21.3,70.34,78.7,21.8,71.24,29.71,0.0,1.0
2024/04/10 11:00:51,83.3,21.4,70.52,78.6,21.9,71.42,29.91,0.0,0.0
2024/04/10 11:02:03,83.6,21.4,70.52,78.5,21.9,71.42,29.98,0.0,0.0
2024/04/10 11:03:13,82.7,21.5,70.7,78.4,21.9,71.42,29.92,0.0,0.0
2024/04/10 11:04:25,83.5,21.5,70.7,78.4,21.9,71.42,30.05,0.0,0.0
2024/04/10 11:05:35,83.3,21.6,70.88,78.5,22.0,71.6,30.09,0.0,0.0
2024/04/10 11:06:43,82.9,21.6,70.88,78.6,21.9,71.42,544.82,0.0,0.0
2024/04/10 11:07:52,82.6,21.6,70.88,82.6,21.9,71.42,604.53,0.0,0.0
2024/04/10 11:10:25,81.4,21.6,70.88,90.6,21.7,71.06,600.78,0.0,0.0
2024/04/10 11:11:35,80.7,21.7,71.06,90.0,21.5,70.7,611.69,0.0,86.0
2024/04/10 11:12:46,80.2,21.8,71.24,89.5,21.4,70.52,588.57,0.0,73.0
2024/04/10 11:13:59,79.6,21.9,71.42,89.1,21.2,70.16,605.36,0.0,117.0
2024/04/10 11:15:12,79.5,22.0,71.6,92.3,21.1,69.98,603.8,0.0,119.0
2024/04/10 11:17:40,78.6,22.0,71.6,91.9,20.9,69.62,605.59,0.0,117.0
2024/04/10 11:18:53,78.5,22.0,71.6,91.4,20.8,69.44,605.21,0.0,117.0
2024/04/10 11:21:25,78.2,22.0,71.6,91.5,20.7,69.26,604.66,0.0,121.0
2024/04/10 11:22:34,78.1,22.1,71.78,91.3,20.7,69.26,604.11,0.0,121.0
2024/04/10 11:23:44,78.1,22.1,71.78,91.2,20.7,69.26,603.585,0.0,122.0
2024/04/10 11:26:16,77.9,22.1,71.78,91.2,20.7,69.26,603.06,0.0,125.0
2024/04/10 11:28:47,77.8,22.1,71.78,92.2,20.6,69.08,602.89,0.0,126.0
2024/04/10 11:31:23,77.9,22.0,71.6,91.8,20.6,69.08,602.21,0.0,125.0
2024/04/10 11:32:34,77.9,22.0,71.6,91.2,20.5,68.9,602.26,0.0,127.0
2024/04/10 11:33:48,77.9,22.0,71.6,91.7,20.5,68.9,601.82,0.0,126.0
2024/04/10 11:34:55,78.0,22.1,71.78,91.4,20.5,68.9,601.49,0.0,127.0
2024/04/10 11:36:07,78.2,22.1,71.78,91.4,20.5,68.9,601.52,0.0,132.0
2024/04/10 11:38:32,78.0,22.1,71.78,92.0,20.5,68.9,601.05,0.0,133.0
2024/04/10 11:39:46,78.0,22.1,71.78,92.2,20.5,68.9,600.83,0.0,133.0
2024/04/10 11:40:56,77.9,22.1,71.78,92.3,20.5,68.9,600.65,0.0,135.0
2024/04/10 11:42:08,77.9,22.1,71.78,92.1,20.5,68.9,600.29,0.0,135.0
2024/04/10 11:44:50,77.8,22.1,71.78,92.2,20.6,69.08,599.77,0.0,137.0
2024/04/10 11:45:59,77.7,22.1,71.78,92.4,20.6,69.08,599.6,0.0,137.0
2024/04/10 11:47:09,77.7,22.1,71.78,92.1,20.6,69.08,599.43,0.0,137.0
2024/04/10 11:48:19,77.7,22.1,71.78,92.4,20.6,69.08,599.22,0.0,137.0
2024/04/10 11:49:29,77.6,22.1,71.78,91.9,20.6,69.08,598.99,0.0,140.0
2024/04/10 11:50:36,77.6,22.1,71.78,92.1,20.5,68.9,598.88,0.0,139.0
